user_id,pred3
316,"Phones,Fashion,Gaming"
317,"Phones,Home Decor,Toys"
318,"Home Decor,Phones,Fashion"
320,"Fashion,Phones,Consumer Durables"
321,"Phones,Gaming,Fashion"
322,"Home Decor,Back to School,Fashion"
325,"Fashion,Phones,Gaming"
330,"Phones,Fashion,Toys"
333,"Phones,Home Decor,Kitchen cleaning Supplies"
343,"Phones,Groceries,Toys"
344,"Phones,Fashion,Toys"
348,"Fashion,Phones,Toys"
349,"Phones,Gaming,Home Decor"
351,"Fashion,Gaming,Phones"
355,"Phones,Toys,Groceries"
357,"Phones,Ereaders,Fashion"
359,"Fashion,Phones,Toys"
362,"Phones,Fashion,Gaming"
363,"Home Decor,Phones,Toys"
364,"Phones,Fashion,Toys"
365,"Phones,Fashion,Gaming"
366,"Phones,Back to School,Home Decor"
367,"Fashion,Phones,Back to School"
369,"Home Decor,Phones,Fashion"
370,"Fashion,Phones,Back to School"
373,"Fashion,Phones,Toys"
374,"Phones,Fashion,Toys"
375,"Fashion,Phones,Toys"
379,"Fashion,Phones,Gaming"
380,"Fashion,Gaming,Phones"
381,"Phones,Gaming,Home Decor"
385,"Home Decor,Phones,Toys"
387,"Books,Fashion,Toys"
388,"Toys,Phones,Fashion"
391,"Phones,Fashion,Toys"
392,"Phones,Back to School,Fashion"
398,"Phones,Fashion,Ereaders"
405,"Fashion,Gaming,Phones"
410,"Fashion,Phones,Gaming"
411,"Fashion,Toys,Home Decor"
413,"Phones,Fashion,Gaming"
416,"Fashion,Phones,Beauty Products"
419,"Phones,Back to School,Fashion"
421,"Home Decor,Phones,Groceries"
422,"Phones,Toys,Painiting Supplies"
424,"Phones,Fashion,Home Decor"
426,"Phones,Painiting Supplies,Fashion"
431,"Fashion,Phones,Consumer Durables"
432,"Gaming,Phones,Fitness"
433,"Fashion,Gaming,Fitness"
436,"Fashion,Phones,Toys"
439,"Phones,Fashion,Books"
441,"Phones,Toys,Home Decor"
446,"Ereaders,Phones,Pet Supplies"
448,"Phones,Toys,Kitchen cleaning Supplies"
449,"Phones,Fashion,Home Decor"
451,"Home Decor,Phones,Fashion"
453,"Fashion,Phones,Toys"
454,"Phones,Toys,Laptops"
456,"Phones,Gaming,Fashion"
459,"Phones,Fashion,Painiting Supplies"
460,"Fashion,Toys,Home Decor"
461,"Toys,Phones,Home Decor"
464,"Toys,Phones,Home Decor"
465,"Fashion,Phones,Fitness"
466,"Phones,Fashion,Toys"
467,"Fashion,Phones,Toys"
469,"Fashion,Phones,Toys"
470,"Fashion,Phones,Gaming"
471,"Phones,Fashion,Toys"
473,"Phones,Home Decor,Groceries"
474,"Fashion,Phones,Back to School"
475,"Phones,Toys,Home Decor"
483,"Back to School,Fashion,Home Decor"
485,"Phones,Toys,Groceries"
486,"Fashion,Phones,Home Decor"
491,"Phones,Home Decor,Gaming"
492,"Phones,Fashion,Toys"
493,"Phones,Home Decor,Fashion"
494,"Phones,Home Decor,Fashion"
495,"Toys,Phones,Fashion"
499,"Fashion,Gaming,Phones"
500,"Phones,Home Decor,Fitness"
501,"Fashion,Gaming,Phones"
502,"Phones,Home Decor,Toys"
504,"Phones,Fashion,Beauty Products"
508,"Phones,Back to School,Fashion"
511,"Back to School,Phones,Fitness"
513,"Toys,Phones,Pet Supplies"
515,"Fashion,Gaming,Home Decor"
516,"Phones,Home Decor,Fashion"
517,"Fashion,Gaming,Phones"
519,"Home Decor,Phones,Fashion"
520,"Back to School,Phones,Home Decor"
524,"Fashion,Phones,Gaming"
525,"Phones,Toys,Groceries"
526,"Fashion,Phones,Gaming"
531,"Home Decor,Phones,Ereaders"
532,"Phones,Toys,Fashion"
533,"Fashion,Phones,Back to School"
535,"Phones,Gaming,Fashion"
536,"Fashion,Back to School,Phones"
538,"Fashion,Phones,Home Decor"
539,"Toys,Phones,Home Decor"
546,"Fashion,Phones,Back to School"
547,"Phones,Home Decor,Toys"
554,"Fashion,Phones,Home Decor"
558,"Phones,Home Decor,Fashion"
564,"Phones,Fashion,Toys"
565,"Toys,Phones,Books"
566,"Phones,Toys,Home Decor"
568,"Fashion,Phones,Kitchen cleaning Supplies"
570,"Toys,Phones,Fitness"
573,"Phones,Fashion,Groceries"
575,"Phones,Fashion,Toys"
579,"Phones,Fashion,Toys"
580,"Fashion,Toys,Phones"
582,"Fashion,Kitchen cleaning Supplies,Groceries"
583,"Home Decor,Phones,Gaming"
584,"Fashion,Phones,Toys"
586,"Phones,Fashion,Toys"
588,"Fashion,Phones,Home Decor"
590,"Fashion,Back to School,Phones"
591,"Phones,Fashion,Board Games"
598,"Fashion,Phones,Gaming"
605,"Phones,Fashion,Home Decor"
611,"Phones,Fashion,Back to School"
615,"Phones,Toys,Home Decor"
617,"Phones,Back to School,Home Decor"
618,"Phones,Fashion,Toys"
619,"Phones,Toys,Fitness"
621,"Phones,Fashion,Toys"
624,"Phones,Fashion,Beauty Products"
625,"Phones,Toys,Fashion"
626,"Home Decor,Phones,Toys"
630,"Phones,Toys,Fashion"
635,"Phones,Gaming,Fashion"
637,"Fashion,Toys,Home Decor"
638,"Phones,Home Decor,Fashion"
641,"Home Decor,Phones,Back to School"
642,"Toys,Fashion,Phones"
644,"Phones,Gaming,Fashion"
648,"Home Decor,Phones,Toys"
649,"Phones,Toys,Fashion"
650,"Fashion,Phones,Gaming"
652,"Fashion,Phones,Toys"
658,"Back to School,Phones,Home Decor"
659,"Toys,Fashion,Back to School"
661,"Phones,Fashion,Toys"
663,"Fashion,Phones,Gaming"
665,"Fashion,Phones,Toys"
670,"Fashion,Phones,Home Decor"
672,"Phones,Fashion,Toys"
673,"Phones,Fashion,Home Decor"
674,"Fashion,Phones,Pet Supplies"
675,"Phones,Home Decor,Groceries"
676,"Toys,Phones,Fitness"
677,"Phones,Toys,Home Decor"
679,"Back to School,Phones,Fashion"
684,"Phones,Toys,Home Decor"
687,"Phones,Toys,Kitchen cleaning Supplies"
691,"Toys,Board Games,Home Decor"
692,"Phones,Back to School,Home Decor"
696,"Phones,Groceries,Fashion"
699,"Home Decor,Phones,Fashion"
701,"Fashion,Phones,Toys"
703,"Phones,Groceries,Fashion"
711,"Fashion,Home Decor,Groceries"
716,"Toys,Phones,Back to School"
719,"Toys,Phones,Fashion"
721,"Toys,Phones,Fashion"
722,"Gaming,Phones,Toys"
723,"Fashion,Phones,Groceries"
725,"Phones,Toys,Fashion"
726,"Home Decor,Phones,Fashion"
729,"Phones,Groceries,Fashion"
732,"Home Decor,Fashion,Phones"
734,"Phones,Fashion,Toys"
740,"Toys,Phones,Fashion"
742,"Phones,Home Decor,Groceries"
743,"Fashion,Phones,Home Decor"
748,"Fashion,Phones,Toys"
750,"Phones,Back to School,Fitness"
752,"Toys,Back to School,Phones"
753,"Phones,Fashion,Toys"
757,"Toys,Fashion,Home Decor"
758,"Phones,Home Decor,Fashion"
759,"Fashion,Phones,Books"
760,"Back to School,Fashion,Phones"
761,"Fashion,Home Decor,Toys"
762,"Fashion,Phones,Gaming"
765,"Home Decor,Toys,Fashion"
769,"Phones,Fashion,Toys"
773,"Phones,Home Decor,Toys"
774,"Fashion,Phones,Toys"
776,"Phones,Consumer Durables,Fashion"
778,"Phones,Gaming,Fitness"
780,"Phones,Fashion,Toys"
782,"Fashion,Phones,Home Decor"
783,"Toys,Phones,Fashion"
784,"Phones,Home Decor,Fashion"
788,"Phones,Home Decor,Toys"
790,"Fashion,Phones,Toys"
793,"Phones,Toys,Groceries"
796,"Phones,Fashion,Toys"
799,"Fashion,Phones,Groceries"
800,"Phones,Fashion,Home Decor"
801,"Toys,Back to School,Phones"
802,"Toys,Phones,Fashion"
803,"Phones,Toys,Fashion"
807,"Phones,Toys,Home Decor"
808,"Toys,Phones,Gaming"
815,"Home Decor,Toys,Fashion"
819,"Toys,Home Decor,Fashion"
821,"Phones,Groceries,Fashion"
822,"Fashion,Phones,Back to School"
823,"Fashion,Phones,Toys"
824,"Phones,Fashion,Consumer Durables"
825,"Fashion,Phones,Toys"
828,"Toys,Groceries,Home Decor"
835,"Toys,Phones,Fashion"
838,"Fashion,Phones,Home Decor"
839,"Phones,Home Decor,Fashion"
842,"Phones,Toys,Board Games"
843,"Phones,Beauty Products,Consumer Durables"
850,"Phones,Groceries,Gaming"
851,"Fashion,Phones,Toys"
855,"Home Decor,Gaming,Fitness"
862,"Phones,Pet Supplies,Home Decor"
863,"Fashion,Phones,Home Decor"
864,"Phones,Home Decor,Toys"
865,"Phones,Home Decor,Fashion"
867,"Toys,Home Decor,Gaming"
868,"Phones,Toys,Home Decor"
869,"Phones,Toys,Books"
871,"Phones,Home Decor,Toys"
872,"Fashion,Phones,Gaming"
873,"Phones,Back to School,Fashion"
883,"Phones,Fashion,Painiting Supplies"
890,"Fashion,Phones,Groceries"
892,"Fashion,Fitness,Phones"
893,"Phones,Gaming,Home Decor"
896,"Phones,Toys,Home Decor"
899,"Phones,Fashion,Home Decor"
902,"Phones,Fashion,Toys"
903,"Phones,Home Decor,Toys"
909,"Fashion,Phones,Home Decor"
912,"Phones,Fashion,Toys"
914,"Phones,Beauty Products,Groceries"
915,"Fashion,Home Decor,Phones"
918,"Phones,Groceries,Fashion"
919,"Phones,Toys,Home Decor"
923,"Phones,Board Games,Books"
926,"Home Decor,Phones,Painiting Supplies"
927,"Fashion,Phones,Painiting Supplies"
929,"Phones,Home Decor,Fashion"
934,"Phones,Home Decor,Fashion"
935,"Fashion,Toys,Phones"
939,"Fashion,Gaming,Home Decor"
940,"Fashion,Phones,Toys"
941,"Phones,Back to School,Fashion"
943,"Fashion,Phones,Home Decor"
946,"Home Decor,Gaming,Fashion"
949,"Home Decor,Gaming,Phones"
950,"Fashion,Phones,Toys"
952,"Phones,Back to School,Groceries"
957,"Phones,Toys,Home Decor"
960,"Fashion,Toys,TVs"
961,"Toys,Fashion,Back to School"
962,"Phones,Toys,Consumer Durables"
964,"Phones,Fashion,Books"
967,"Toys,Phones,Home Decor"
968,"Phones,Fashion,Board Games"
971,"Phones,Fashion,Home Decor"
972,"Phones,Fashion,Ereaders"
977,"Fashion,Phones,Toys"
978,"Toys,Fashion,Beauty Products"
979,"Gaming,TVs,Beauty Products"
981,"Toys,Home Decor,Gaming"
982,"Fashion,Phones,Painiting Supplies"
983,"Toys,Home Decor,Beauty Products"
984,"Fashion,Toys,Phones"
985,"Phones,Fashion,Gaming"
989,"Phones,Fashion,Toys"
990,"Fashion,Phones,Home Decor"
992,"Fashion,Phones,Gaming"
993,"Home Decor,Gaming,Pet Supplies"
1000,"Toys,Home Decor,Phones"
1003,"Phones,Fashion,Toys"
1004,"Home Decor,Fashion,Toys"
1007,"Phones,Fashion,Gaming"
1008,"Fashion,Phones,Toys"
1009,"Phones,Board Games,Gaming"
1016,"Phones,Toys,Fitness"
1017,"Phones,Toys,Books"
1020,"Phones,Fashion,Fitness"
1021,"Toys,Phones,Gaming"
1023,"Groceries,Phones,Painiting Supplies"
1024,"Fashion,Phones,Toys"
1029,"Phones,Toys,Home Decor"
1031,"Fashion,Toys,Phones"
1035,"Back to School,Phones,Groceries"
1036,"Fashion,Phones,Fitness"
1037,"Phones,Fashion,Board Games"
1039,"Phones,Pet Supplies,Toys"
1040,"Fashion,Gaming,Phones"
1055,"Phones,Toys,Gaming"
1063,"Phones,Toys,Fashion"
1070,"Fashion,Back to School,Toys"
1071,"Phones,Fashion,Toys"
1072,"Back to School,Groceries,Board Games"
1073,"Home Decor,Fashion,Phones"
1074,"Phones,Groceries,Fashion"
1076,"Back to School,Phones,Groceries"
1077,"Fashion,Phones,Home Decor"
1081,"Phones,Home Decor,Toys"
1083,"Home Decor,Fashion,Phones"
1087,"Phones,Toys,Fashion"
1089,"Phones,Back to School,Fitness"
1095,"Phones,Toys,Fashion"
1097,"Home Decor,Back to School,Consumer Durables"
1099,"Phones,Fashion,Gaming"
1100,"Fashion,Phones,Toys"
1101,"Phones,Fashion,Fitness"
1102,"Back to School,Phones,Kitchen cleaning Supplies"
1104,"Phones,Home Decor,Fashion"
1108,"Fashion,Back to School,Phones"
1110,"Fashion,Phones,Groceries"
1111,"Home Decor,Phones,Fitness"
1114,"Toys,Pet Supplies,Home Decor"
1119,"Groceries,Phones,Fashion"
1120,"Phones,Fashion,Toys"
1121,"Fashion,Toys,Phones"
1122,"Phones,Fashion,Toys"
1123,"Phones,Fashion,Toys"
1126,"Phones,Gaming,Back to School"
1127,"Home Decor,Phones,Back to School"
1129,"Toys,Home Decor,Fashion"
1131,"Phones,Toys,Fashion"
1133,"Phones,Fashion,Back to School"
1134,"Phones,Toys,Fashion"
1135,"Phones,Gaming,Home Decor"
1137,"Phones,Fashion,Painiting Supplies"
1138,"Toys,Phones,Fashion"
1139,"Phones,Fashion,Toys"
1140,"Fashion,Phones,Gaming"
1144,"Fashion,Toys,TVs"
1148,"Phones,Fashion,Home Decor"
1149,"Phones,Home Decor,Toys"
1153,"Fashion,Toys,TVs"
1161,"Fashion,Back to School,Phones"
1162,"Phones,Gaming,Groceries"
1168,"Phones,Toys,Home Decor"
1170,"Phones,Fashion,Home Decor"
1173,"Toys,Phones,Fashion"
1174,"Fashion,Phones,Gaming"
1175,"Phones,Gaming,Fitness"
1177,"Phones,Fashion,Toys"
1178,"Fashion,Phones,Back to School"
1180,"Fashion,Phones,Home Decor"
1181,"Phones,Toys,Home Decor"
1182,"Phones,Gaming,Books"
1183,"Phones,Toys,Books"
1185,"Phones,Fashion,Toys"
1190,"Fashion,Phones,Toys"
1191,"Phones,Fashion,Toys"
1192,"Phones,Home Decor,Fashion"
1195,"Back to School,Home Decor,Fashion"
1196,"Gaming,Board Games,Fashion"
1199,"Gaming,Phones,Home Decor"
1204,"Fashion,Home Decor,Toys"
1208,"Fashion,Phones,Pet Supplies"
1212,"Fashion,Phones,Home Decor"
1216,"Fashion,Phones,Toys"
1219,"Phones,Home Decor,Fashion"
1221,"Phones,Home Decor,Toys"
1222,"Fashion,Gaming,Fitness"
1226,"Home Decor,Fashion,Phones"
1228,"Fashion,Phones,Ereaders"
1230,"Phones,Gaming,Home Decor"
1234,"Phones,Fashion,Toys"
1235,"Phones,Fashion,Gaming"
1238,"Home Decor,Phones,Back to School"
1241,"Toys,Home Decor,Fashion"
1243,"Phones,Back to School,Fashion"
1245,"Fashion,Toys,Back to School"
1246,"Home Decor,Fashion,Toys"
1247,"Phones,Fashion,Toys"
1248,"Fashion,Phones,Toys"
1249,"Phones,Fashion,Gaming"
1251,"Home Decor,Phones,Toys"
1252,"Phones,Toys,Home Decor"
1263,"Phones,Fashion,Toys"
1265,"Phones,Home Decor,Fashion"
1266,"Gaming,Home Decor,Toys"
1267,"Toys,Fashion,Phones"
1271,"Phones,Back to School,Consumer Durables"
1280,"Fashion,Toys,Phones"
1283,"Fashion,Phones,Groceries"
1284,"Phones,Fashion,Back to School"
1296,"Phones,Fashion,Fitness"
1297,"Phones,Toys,Home Decor"
1299,"Phones,Fashion,Beauty Products"
1303,"Fashion,Phones,Home Decor"
1304,"Phones,Fashion,Toys"
1307,"Phones,Toys,Home Decor"
1312,"Fashion,Phones,Back to School"
1317,"Phones,Fashion,Toys"
1320,"Phones,Books,Home Decor"
1322,"Back to School,Phones,Ereaders"
1329,"Fashion,Toys,Phones"
1332,"Phones,Fashion,Gaming"
1335,"Fashion,Toys,Home Decor"
1338,"Fashion,Phones,Gaming"
1340,"Phones,Fashion,Toys"
1342,"Fashion,Phones,Toys"
1343,"Fashion,Phones,Books"
1347,"Fashion,Phones,Toys"
1348,"Phones,Home Decor,Toys"
1350,"Fashion,Phones,Home Decor"
1356,"Fashion,Toys,Phones"
1357,"Phones,Home Decor,Toys"
1359,"Gaming,Books,Back to School"
1361,"Phones,Toys,Groceries"
1362,"Fashion,Toys,Phones"
1363,"Gaming,Phones,Fitness"
1364,"Phones,Home Decor,Ereaders"
1366,"Phones,Fashion,Home Decor"
1367,"Phones,Toys,Board Games"
1370,"Phones,Fashion,Toys"
1372,"Fashion,Phones,Gaming"
1380,"Fashion,Gaming,Phones"
1381,"Phones,Home Decor,Pet Supplies"
1384,"Phones,Fashion,Back to School"
1385,"Phones,Back to School,Painiting Supplies"
1393,"Phones,Home Decor,Fashion"
1395,"Phones,Fashion,Groceries"
1396,"Fashion,Home Decor,Toys"
1398,"Phones,Groceries,Toys"
1401,"Fashion,Home Decor,Phones"
1403,"Home Decor,Back to School,Phones"
1406,"Phones,Home Decor,Fashion"
1410,"Phones,Fashion,Beauty Products"
1414,"Phones,Painiting Supplies,Board Games"
1415,"Phones,Toys,Fashion"
1421,"Phones,Fashion,Back to School"
1423,"Fashion,Phones,Home Decor"
1424,"Fashion,Home Decor,Phones"
1427,"Toys,Home Decor,Fashion"
1433,"Phones,Beauty Products,Home Decor"
1441,"Gaming,Phones,Home Decor"
1448,"Toys,Phones,Fashion"
1452,"Phones,Toys,Home Decor"
1453,"Fashion,Back to School,Board Games"
1454,"Fashion,Toys,Phones"
1455,"Fashion,Toys,Beauty Products"
1457,"Phones,Fashion,Gaming"
1466,"Phones,Fashion,Books"
1471,"Toys,Fashion,Home Decor"
1473,"Phones,Home Decor,Toys"
1474,"Phones,Toys,Fashion"
1481,"Fashion,Back to School,Books"
1482,"Phones,Beauty Products,Fashion"
1483,"Fashion,Phones,Home Decor"
1484,"Phones,Toys,Kitchen cleaning Supplies"
1488,"Fashion,Home Decor,Phones"
1489,"Fashion,Phones,Books"
1492,"Fashion,Phones,Back to School"
1497,"Fashion,Home Decor,Gaming"
1498,"Back to School,Phones,Home Decor"
1500,"Phones,Groceries,Fashion"
1506,"Phones,Back to School,Fashion"
1507,"Phones,Fashion,Toys"
1508,"Fashion,Kitchen cleaning Supplies,Home Decor"
1509,"Fashion,Phones,Painiting Supplies"
1512,"Phones,Beauty Products,Fashion"
1516,"Fashion,Gaming,Home Decor"
1519,"Phones,Back to School,Fitness"
1520,"Phones,Home Decor,Fashion"
1526,"Phones,Home Decor,Fashion"
1527,"Toys,Home Decor,Fitness"
1528,"Phones,Fashion,Home Decor"
1529,"Fashion,Phones,Toys"
1540,"Fashion,Phones,Toys"
1541,"Toys,Phones,Board Games"
1543,"Fashion,Phones,Toys"
1550,"Toys,Fashion,Books"
1551,"Phones,Fashion,Gaming"
1558,"Phones,Toys,Fashion"
1559,"Toys,Fashion,Home Decor"
1561,"Fashion,Phones,Toys"
1565,"Phones,Fashion,Toys"
1566,"Toys,Fashion,Phones"
1568,"Fashion,Phones,Toys"
1569,"Home Decor,Groceries,Fashion"
1576,"Fashion,Phones,Home Decor"
1579,"Fashion,Phones,Toys"
1583,"Phones,Fashion,Home Decor"
1585,"Fashion,Phones,Toys"
1587,"Phones,Toys,Home Decor"
1589,"Board Games,Home Decor,Groceries"
1590,"Back to School,Phones,Groceries"
1592,"Phones,Groceries,Toys"
1595,"Phones,Toys,Kitchen cleaning Supplies"
1597,"Fashion,Toys,Ereaders"
1602,"Phones,Toys,Fashion"
1603,"Phones,Toys,Fashion"
1604,"Fashion,Phones,Toys"
1605,"Fashion,Phones,Toys"
1606,"Back to School,Groceries,Books"
1609,"Toys,Phones,Groceries"
1610,"Phones,Toys,Fashion"
1611,"Phones,Fashion,Toys"
1613,"Phones,Groceries,Toys"
1617,"Phones,Home Decor,Gaming"
1619,"Phones,Home Decor,Toys"
1623,"Fashion,Phones,Home Decor"
1624,"Toys,Phones,Home Decor"
1627,"Fashion,Phones,Toys"
1629,"Fashion,Books,Gaming"
1631,"Phones,Toys,Groceries"
1633,"Phones,Gaming,Consumer Durables"
1636,"Back to School,Phones,Fashion"
1638,"Fashion,Phones,Home Decor"
1640,"Home Decor,Phones,Fashion"
1641,"Phones,Fashion,Home Decor"
1642,"Home Decor,Gaming,Beauty Products"
1643,"Toys,Phones,Fashion"
1645,"Phones,Home Decor,Fashion"
1648,"Toys,Phones,Home Decor"
1649,"Gaming,Phones,Home Decor"
1650,"Fashion,Toys,Phones"
1654,"Phones,Toys,Fashion"
1656,"Phones,Home Decor,Fashion"
1659,"Fashion,Home Decor,Toys"
1661,"Phones,Toys,Books"
1665,"Phones,Groceries,Back to School"
1666,"Home Decor,Phones,Ereaders"
1667,"Home Decor,Phones,Toys"
1671,"Phones,Painiting Supplies,Fashion"
1672,"Phones,Back to School,Fashion"
1673,"Phones,Home Decor,Gaming"
1679,"Fashion,Phones,Toys"
1680,"Fashion,Back to School,Home Decor"
1683,"Phones,Groceries,Gaming"
1684,"Fashion,Phones,Gaming"
1685,"Phones,Books,Home Decor"
1686,"Toys,Phones,Home Decor"
1688,"Fashion,Phones,Toys"
1689,"Phones,Fashion,Back to School"
1693,"Fashion,Phones,Beauty Products"
1694,"Phones,Back to School,Fashion"
1695,"Fashion,Phones,Groceries"
1696,"Phones,Fashion,Toys"
1699,"Phones,Home Decor,Toys"
1702,"Phones,Groceries,Toys"
1703,"Phones,Fashion,Toys"
1704,"Phones,Fashion,Toys"
1712,"Toys,Phones,Fashion"
1713,"Fashion,Home Decor,Toys"
1715,"Fashion,Phones,Gaming"
1721,"Phones,Books,Fashion"
1722,"Phones,Fashion,Painiting Supplies"
1723,"Fashion,Toys,Phones"
1724,"Toys,Books,Back to School"
1725,"Phones,Fashion,Toys"
1726,"Phones,Gaming,Groceries"
1733,"Fashion,Phones,Painiting Supplies"
1737,"Toys,Phones,Fashion"
1741,"Fashion,Phones,Pet Supplies"
1742,"Back to School,Phones,Pet Supplies"
1745,"Toys,Phones,Back to School"
1746,"Fashion,Phones,Home Decor"
1747,"Phones,Fashion,Groceries"
1751,"Phones,Home Decor,Toys"
1753,"Home Decor,Phones,Toys"
1755,"Phones,Fashion,Gaming"
1759,"Fashion,Phones,Back to School"
1760,"Home Decor,Phones,Toys"
1762,"Phones,Fashion,Home Decor"
1763,"Fashion,Toys,Phones"
1766,"Fashion,Phones,Painiting Supplies"
1768,"Phones,Fashion,Books"
1769,"Phones,Fashion,Gaming"
1774,"Toys,Home Decor,Back to School"
1779,"Fashion,Phones,Gaming"
1780,"Phones,Gaming,Home Decor"
1782,"Phones,Fashion,Beauty Products"
1791,"Fashion,Phones,Home Decor"
1792,"Phones,Fashion,Toys"
1793,"Gaming,Phones,Books"
1796,"Toys,Fashion,Phones"
1797,"Fashion,Phones,Toys"
1803,"Phones,Toys,Groceries"
1804,"Phones,Beauty Products,Consumer Durables"
1807,"Phones,Fashion,Beauty Products"
1810,"Phones,Fashion,Toys"
1812,"Phones,Fashion,Books"
1813,"Phones,Back to School,Fitness"
1815,"Fashion,Phones,Toys"
1821,"Phones,Home Decor,Toys"
1822,"Phones,Gaming,Kitchen cleaning Supplies"
1826,"Gaming,Phones,Fashion"
1827,"Phones,Fashion,Toys"
1832,"Toys,Phones,Pet Supplies"
1834,"Home Decor,Toys,Phones"
1837,"Fashion,Toys,Ereaders"
1839,"Toys,Groceries,Fashion"
1842,"Phones,Back to School,Fashion"
1848,"Phones,Fashion,Gaming"
1852,"Phones,Fashion,Back to School"
1854,"Phones,Fashion,Toys"
1866,"Toys,Phones,Books"
1868,"Phones,Home Decor,Gaming"
1870,"Toys,Phones,Beauty Products"
1874,"Back to School,Phones,Fashion"
1877,"Phones,Gaming,Home Decor"
1879,"Gaming,Phones,Back to School"
1882,"Fashion,Gaming,Groceries"
1887,"Phones,Fashion,Toys"
1888,"Fashion,Phones,Pet Supplies"
1891,"Phones,Fashion,Home Decor"
1892,"Home Decor,Phones,Toys"
1895,"Phones,Fashion,Groceries"
1902,"Back to School,Fashion,Groceries"
1903,"Fashion,Phones,Toys"
1905,"Phones,Toys,Gaming"
1908,"Phones,Fashion,Toys"
1910,"Fashion,Phones,Pet Supplies"
